id_municipio	municipio	id_departamento	departamento	lat	long
41807	Timaná	41	Huila	2	-75.9166667
19809	Timbiquí	19	Cauca	2.75	-77.5833333
19807	Timbío	19	Cauca	2.4166667	-76.75
15808	Tinjacá	15	Boyacá	5.6333333	-73.65
15810	Tipacoque	15	Boyacá	6.4233333	-72.6952778
13810	Tiquisio (Puerto Rico)	13	Bolívar	8.5597222	-74.2669444
5809	Titiribí	5	Antioquia	6.0833333	-75.8
15814	Toca	15	Boyacá	5.6666667	-73.1666667
25815	Tocaima	25	Cundinamarca	4.5	-74.6666667
25817	Tocancipá	25	Cundinamarca	5	-73.9166667
15816	Toguí	15	Boyacá	5.95	-73.4166667
5819	Toledo	5	Antioquia	7	-75.7
54820	Toledo	54	Norte de Santander	7.3	-72.25
70820	Tolú	70	Sucre	9.5	-75.5333333
70823	Tolú Viejo	70	Sucre		
68820	Tona	68	Santander	7.25	-72.9
15820	Topagá	15	Boyacá	5.8333333	-72.8333333
25823	Topaipí	25	Cundinamarca	5.4166667	-74.3333333
19821	Toribío	19	Cauca	3	-76.1666667
76823	Toro	76	Valle del Cauca	4.6116667	-76.0813889
15822	Tota	15	Boyacá	5.5	-73
19824	Totoró	19	Cauca	2.5833333	-76.3333333
85430	Trinidad	85	Casanare	5.4305556	-71.6311111
76828	Trujillo	76	Valle del Cauca	4.25	-76.3333333
8832	Tubará	8	Atlántico	10.9166667	-74.95
23815	Tuchín	23	Córdoba	9.1833333	-75.55
76834	Tulúa	76	Valle del Cauca	4.0866667	-76.2
52835	Tumaco	52	Nariño	1.7986111	-78.8155556
15001	Tunja	15	Boyacá	5.5352778	-73.3677778
15832	Tunungua	15	Boyacá	5.7333333	-73.9333333
13836	Turbaco	13	Bolívar	10.35	-75.3333333
13838	Turbaná	13	Bolívar	10.25	-75.4166667
5837	Turbo	5	Antioquia	8	-76.5833333
15835	Turmequé	15	Boyacá	5.3333333	-73.5
15837	Tuta	15	Boyacá	5.75	-73.1666667
15839	Tutasá	15	Boyacá	6.1666667	-72.8333333
85400	Támara	85	Casanare	5.8297222	-72.1633333
5789	Támesis	5	Antioquia	5.6666667	-75.6666667
52838	Túquerres	52	Nariño	1.1666667	-77.5833333
25839	Ubalá	25	Cundinamarca	4.8333333	-73.5
25841	Ubaque	25	Cundinamarca	4.5833333	-74
25843	Ubaté	25	Cundinamarca	5.35	-73.8333333
76845	Ulloa	76	Valle del Cauca	4.7166667	-75.75
25845	Une	25	Cundinamarca	4.3333333	-74.0833333
27800	Unguía	27	Chocó	8.0430556	-77.0961111
27810	Unión Panamericana (ÁNIMAS)	27	Chocó	5.283	-76.617
5842	Uramita	5	Antioquia	6.8994444	-76.1741667
50370	Uribe	50	Meta	3.254	-74.358
44847	Uribia	44	La Guajira	11.9166667	-72
5847	Urrao	5	Antioquia	6.3333333	-76.4166667
44855	Urumita	44	La Guajira	10.5666667	-73.0166667
8849	Usiacuri	8	Atlántico	10.75	-74.9666667
5854	Valdivia	5	Antioquia	7.3333333	-75.3333333
23855	Valencia	23	Córdoba	8.3	-76.1666667
68855	Valle de San José	68	Santander	6.5	-73.0666667
73854	Valle de San Juan	73	Tolima	4.25	-75.1666667
86865	Valle del Guamuez	86	Putumayo	0.4525	-76.9191667
20001	Valledupar	20	Cesar	10.4769444	-73.2505556
5856	Valparaiso	5	Antioquia	5.6666667	-75.5833333
18860	Valparaiso	18	Caquetá	1.1991667	-75.7097222
5858	Vegachí	5	Antioquia	6.7730556	-74.8016667
73861	Venadillo	73	Tolima	4.75	-74.9166667
5861	Venecia	5	Antioquia	5.9166667	-75.75
25506	Venecia (Ospina Pérez)	25	Cundinamarca	4.1333333	-74.5
15861	Ventaquemada	15	Boyacá	5.4166667	-73.5
25862	Vergara	25	Cundinamarca	5.1666667	-74.3333333
76863	Versalles	76	Valle del Cauca	4.6666667	-76.25
68867	Vetas	68	Santander	7.3333333	-72.8666667
25867	Viani	25	Cundinamarca	4.9166667	-74.55
5873	Vigía del Fuerte	5	Antioquia	6.5919444	-76.8986111
76869	Vijes	76	Valle del Cauca	3.6986111	-76.4491667
54871	Villa Caro	54	Norte de Santander	7.9169444	-72.9763889
19845	Villa Rica	19	Cauca	2.5136111	-76.8477778
15407	Villa de Leiva	15	Boyacá	5.6333333	-73.5333333
54874	Villa del Rosario	54	Norte de Santander	7.8338889	-72.4741667
86885	Villagarzón	86	Putumayo	1.038	-76.627
25871	Villagómez	25	Cundinamarca	5.2761111	-74.1988889
73870	Villahermosa	73	Tolima	5	-75.1666667
17873	Villamaría	17	Caldas	5	-75.5
13873	Villanueva	13	Bolívar	10.45	-75.25
44874	Villanueva	44	La Guajira	10.5833333	-73
68872	Villanueva	68	Santander	6.6741667	-73.1777778
85440	Villanueva	85	Casanare	5.2833333	-71.9666667
25873	Villapinzón	25	Cundinamarca	5.2833333	-73.5833333
73873	Villarrica	73	Tolima	4	-74.5833333
50001	Villavicencio	50	Meta	4.1533333	-73.635
41872	Villavieja	41	Huila	3.3333333	-75.1666667
25875	Villeta	25	Cundinamarca	5.0833333	-74.5
25878	Viotá	25	Cundinamarca	4.5	-74.5
15879	Viracachá	15	Boyacá	5.5	-73.25
50711	Vista Hermosa	50	Meta	3.0863889	-73.7513889
17877	Viterbo	17	Caldas	5.0833333	-75.8666667
68861	Vélez	68	Santander	6.0833333	-73.5833333
25885	Yacopí	25	Cundinamarca	5.6666667	-74.4166667
52885	Yacuanquer	52	Nariño	1.0833333	-77.4166667
41885	Yaguará	41	Huila	2.6666667	-75.5833333
5885	Yalí	5	Antioquia	6.8333333	-74.75
5887	Yarumal	5	Antioquia	7	-75.5
5890	Yolombó	5	Antioquia	6.6666667	-75
5893	Yondó (Casabe)	5	Antioquia	7.0077778	-73.9141667
85001	Yopal	85	Casanare	5.3394444	-72.3941667
76890	Yotoco	76	Valle del Cauca	3.9166667	-76.3333333
76892	Yumbo	76	Valle del Cauca	3.585	-76.4958333
13894	Zambrano	13	Bolívar	9.75	-74.8333333
68895	Zapatoca	68	Santander	6.8333333	-73.25
47960	Zapayán (PUNTA DE PIEDRAS)	47	Magdalena	10.171	-74.719
5895	Zaragoza	5	Antioquia	7.75	-74.75
76895	Zarzal	76	Valle del Cauca	4.3983333	-76.0772222
15897	Zetaquirá	15	Boyacá	5.35	-73.1666667
25888	Zipacón	25	Cundinamarca	4.8333333	-74.4166667
25899	Zipaquirá	25	Cundinamarca	5.0283333	-74.0058333
47980	Zona Bananera (PRADO - SEVILLA)	47	Magdalena		
54003	Ábrego	54	Norte de Santander	8	-73.2
41357	Íquira	41	Huila	2.75	-75.75
15842	Úmbita	15	Boyacá	5.2333333	-73.45
25851	Útica	25	Cundinamarca	5.25	-74.5
